,FECHA,SEMANA,TURNO,HORA DE INICIO,RESPONSABLE,OPERADORES,NUMERO DE PEDIDO,SELL.,NOMBRE DEL PEDIDO,TIPO DE BOLSA,MEDIDA,CALIBRE,GPM (Golpes por minuto),TEMPERATURA DE SELLADO (INFERIOR),TEMPERATURA DE SELLADO (SUPERIOR),PESO/BULTO,KG/DE BOBINA,N° DE BULTOS,PROMEDIO,MILLARES,SERIALIZADO INICIO,SERIALIZADO FIN,PESO DE TROQUEL,MERMA EXTRUSION,CAUSAS EXTRUSION,MER IMPRESIÓN,CAUSAS IMPRESIÓN,IMPRESIÓN  MERMA POR PROCESO,MERMA SELLADO,CAUSAS SELLADO,BOLSA DE 2A,ORIGEN,CUARENTENA,BASURA,MUESTRAS,HORA FINAL,HORAS DE TRABAJO,year,month,day
0,2019-01-02,1,2.0,5:00:00 p. m.,RESPONSABLE1,OPERADORES1,SAP-1615,SEL003,BELLE-001,TIPODEBOLSA1,25+12X51,80.0,,,,40.0,49.0,2.0,20,0.0,,,4.79,0.0,CAUSASEXTRUSION1,1.58,CAUSASIMPRESIÓN1,,2.0,CAUSASSELLADO1,0.54,,,0.12,0.05,21:40:00,4.7,2019,1,2
1,2019-01-02,1,2.0,5:00:00 p. m.,RESPONSABLE1,OPERADORES2,SAP-1604,SEL011,SAPI-001,TIPODEBOLSA2,30X60,210.0,,,,122.34,193.0,7.0,17.48,1.0,,,0.0,0.0,CAUSASEXTRUSION1,1.63,CAUSASIMPRESIÓN1,,0.45,CAUSASSELLADO1,0.0,,,0.3,0.1,21:45:00,4.75,2019,1,2
2,2019-01-02,1,3.0,10:00:00 p. m.,RESPONSABLE2,OPERADORES3,SAP-1615,SEL003,BELLE-001,TIPODEBOLSA1,25+12X51,80.0,,,,100.0,130.0,5.0,20,0.0,,,9.57,0.0,CAUSASEXTRUSION1,0.06,CAUSASIMPRESIÓN1,,0.9,CAUSASSELLADO1,1.1,IMP. Y SELL,,0.0,0.06,5:00:00,7.0,2019,1,2
3,2019-01-02,1,3.0,10:00:00 p. m.,RESPONSABLE2,OPERADORES4,SAP-1604,SEL011,SAPI-001,TIPODEBOLSA2,30X60,210.0,,,,201.29,137.0,11.0,18.3,11.623,,,0.0,0.0,CAUSASEXTRUSION1,3.57,CAUSASIMPRESIÓN1,,0.75,CAUSASSELLADO1,0.0,,,0.1,0.14,3:00:00,5.0,2019,1,2
4,2019-01-03,1,1.0,7:00:00 a. m.,RESPONSABLE3,OPERADORES5,SAP-1606,SEL011,YELI-002,TIPODEBOLSA2,30X60,200.0,,,,75.0,75.0,3.0,25,0.0,,,0.0,0.0,CAUSASEXTRUSION1,1.23,CAUSASIMPRESIÓN1,,1.0,CAUSASSELLADO1,0.0,,,0.0,0.13,9:00:00,2.0,2019,1,3
5,2019-01-03,1,1.0,8:00:00 a. m.,RESPONSABLE3,OPERADORES6,SAP-1615,SEL003,BELLE-001,TIPODEBOLSA1,25+12X51,80.0,,,,68.6,63.0,3.0,22.87,0.0,,,8.55,0.0,CAUSASEXTRUSION1,0.11,CAUSASIMPRESIÓN1,,0.89,CAUSASSELLADO1,0.78,IMPRESIÓN,,0.0,0.06,11:30:00,3.5,2019,1,3
6,2019-01-03,1,1.0,9:40:00 a. m.,RESPONSABLE3,OPERADORES7,SAP-1607,SEL010,VIHU-002,TIPODEBOLSA2,28X57,180.0,,,,192.38,301.0,9.0,21.38,13.5,,,0.0,0.0,CAUSASEXTRUSION1,30.89,CAUSASIMPRESIÓN2,,1.17,CAUSASSELLADO1,0.0,,,0.51,0.12,14:00:00,4.3,2019,1,3
7,2019-01-03,1,1.0,8:30:00 a. m.,RESPONSABLE3,OPERADORES8,SAP-1606,SEL012,YELI-002,TIPODEBOLSA2,30X60,200.0,,,,137.0,139.0,5.0,27.4,0.0,,,0.0,0.0,CAUSASEXTRUSION1,2.56,CAUSASIMPRESIÓN1,,1.21,CAUSASSELLADO1,0.0,,,0.4,0.1,11:30:00,3.0,2019,1,3
8,2019-01-03,1,1.0,12:00:00 p. m.,RESPONSABLE3,OPERADORES6,SAP-1615A,SEL003,BELLE-002,TIPODEBOLSA1,30+18X60,80.0,,,,40.0,50.0,2.0,20,0.0,,,5.35,0.0,CAUSASEXTRUSION1,0.75,CAUSASIMPRESIÓN1,,1.0,CAUSASSELLADO1,0.0,,,0.0,0.04,14:00:00,2.0,2019,1,3
9,2019-01-03,1,2.0,2:00:00 p. m.,RESPONSABLE1,OPERADORES1,SAP-1615A,SEL003,BELLE-002,TIPODEBOLSA1,30+18X60,80.0,,,,100.0,123.0,5.0,20,0.0,,,12.71,0.0,CAUSASEXTRUSION1,2.0,CAUSASIMPRESIÓN1,,1.94,CAUSASSELLADO1,0.72,SELLADO,,0.25,0.1,22:00:00,8.0,2019,1,3
10,2019-01-03,1,2.0,4:00:00 p. m.,RESPONSABLE1,OPERADORES9,SAP-1607,SEL012,VIHU-002,TIPODEBOLSA2,28X57,180.0,,,,171.2,246.0,8.0,21.4,12.0,,,0.0,0.0,CAUSASEXTRUSION1,1.55,CAUSASIMPRESIÓN1,,0.76,CAUSASSELLADO1,0.0,,,0.31,0.13,22:00:00,6.0,2019,1,3
11,2019-01-03,1,2.0,2:00:00 p. m.,RESPONSABLE1,OPERADORES10,SAP-1607,SEL010,VIHU-002,TIPODEBOLSA2,28X57,180.0,,,,275.73,236.0,13.0,21.21,19.5,,,0.0,0.0,CAUSASEXTRUSION1,4.0,CAUSASIMPRESIÓN1,,1.16,CAUSASSELLADO1,0.0,,,0.1,0.11,21:55:00,7.9,2019,1,3
12,2019-01-03,1,3.0,10:00:00 p. m.,RESPONSABLE2,OPERADORES11,SAP-1607,SEL010,VIHU-002,TIPODEBOLSA2,28X57,180.0,,,,167.92,140.0,8.0,20.99,12.0,,,0.0,0.0,CAUSASEXTRUSION1,0.63,CAUSASIMPRESIÓN1,,0.53,CAUSASSELLADO1,0.0,,,0.07,0.11,4:00:00,6.0,2019,1,3
13,2019-01-03,1,3.0,10:00:00 p. m.,RESPONSABLE2,OPERADORES4,SAP-1607,SEL010,VIHU-002,TIPODEBOLSA2,28X57,180.0,,,,64.51,0.0,3.0,21.5,4.5,,,0.0,0.0,CAUSASEXTRUSION1,1.54,CAUSASIMPRESIÓN1,,0.1,CAUSASSELLADO1,0.0,,,0.0,0.11,23:50:00,1.8,2019,1,3
14,2019-01-03,1,3.0,10:00:00 p. m.,RESPONSABLE2,OPERADORES3,SAP-1615A,SEL003,BELLE-002,TIPODEBOLSA1,30+18X60,80.0,,,,64.93,70.0,3.0,21.64,0.0,,,7.67,0.0,CAUSASEXTRUSION1,0.9,CAUSASIMPRESIÓN1,,2.34,CAUSASSELLADO1,0.0,,,0.0,0.05,3:00:00,5.0,2019,1,3
15,2019-01-04,1,1.0,6:40:00 a. m.,RESPONSABLE3,OPERADORES12,SAP-1620,SEL003,RUBY-001,TIPODEBOLSA1,25+13X50,60.0,,,,80.0,196.0,4.0,20,0.0,,,10.2,0.0,CAUSASEXTRUSION1,2.0,CAUSASIMPRESIÓN3,,3.86,CAUSASSELLADO1,6.44,IMP. Y EXT.,,0.19,0.07,10:30:00,3.8,2019,1,4
16,2019-01-04,1,1.0,9:10:00 a. m.,RESPONSABLE3,OPERADORES8,SAP-1620,SEL009,RUBY-001,TIPODEBOLSA1,25+13X50,60.0,,,,165.6,107.0,8.0,20.7,0.0,,,22.91,0.0,CAUSASEXTRUSION1,3.0,CAUSASIMPRESIÓN1,,0.74,CAUSASSELLADO1,4.9,IMP. Y EXT.,,0.2,0.05,12:00:00,2.8,2019,1,4
17,2019-01-04,1,1.0,7:40:00 a. m.,RESPONSABLE3,OPERADORES7,SAP-1607,SEL010,VIHU-002,TIPODEBOLSA2,28X57,180.0,,,,241.92,239.0,11.0,21.99,17.2,,,0.0,0.0,CAUSASEXTRUSION1,1.3,CAUSASIMPRESIÓN1,,1.05,CAUSASSELLADO1,0.0,,,0.35,0.12,11:55:00,4.3,2019,1,4
18,2019-01-04,1,1.0,10:00:00 a. m.,RESPONSABLE3,OPERADORES5,SAP-1614,SEL011,BRIZ-001,TIPODEBOLSA2,30X60,200.0,,,,125.0,221.0,5.0,25,0.0,,,0.0,0.0,CAUSASEXTRUSION1,1.0,CAUSASIMPRESIÓN1,,0.5,CAUSASSELLADO1,0.0,,,0.35,0.12,14:00:00,4.0,2019,1,4
19,2019-01-04,1,1.0,12:00:00 p. m.,RESPONSABLE3,OPERADORES7,SAP-1612,SEL010,ELL-001,TIPODEBOLSA2,28X60,180.0,,,,88.88,83.0,4.0,22.22,6.0,,,0.0,3.12,CAUSASEXTRUSION2,0.52,CAUSASIMPRESIÓN1,,1.0,CAUSASSELLADO1,0.0,,,0.12,0.09,14:00:00,2.0,2019,1,4
20,2019-01-04,1,2.0,2:00:00 p. m.,RESPONSABLE1,OPERADORES2,SAP-1614,SEL011,BRIZ-001,TIPODEBOLSA2,30X60,200.0,,,,92.6,0.0,3.0,30.87,0.0,,,0.0,0.0,CAUSASEXTRUSION1,1.27,CAUSASIMPRESIÓN1,,0.0,CAUSASSELLADO2,0.0,,,0.1,0.15,16:35:00,2.6,2019,1,4
21,2019-01-04,1,2.0,5:20:00 p. m.,RESPONSABLE1,OPERADORES2,SAP-1621,SEL011,SAMA-001,TIPODEBOLSA2,22.5X54,175.0,,,,100.98,134.0,5.0,20.2,10.0,,,0.0,0.0,CAUSASEXTRUSION1,0.0,CAUSASIMPRESIÓN4,,0.15,CAUSASSELLADO1,0.0,,,0.0,0.06,21:45:00,4.4,2019,1,4
22,2019-01-04,1,2.0,2:00:00 p. m.,RESPONSABLE1,OPERADORES10,SAP-1612,SEL010,ELL-001,TIPODEBOLSA2,28X60,180.0,,,,241.61,305.0,11.0,21.96,16.5,,,0.0,0.0,CAUSASEXTRUSION1,2.0,CAUSASIMPRESIÓN1,,0.33,CAUSASSELLADO1,0.0,,,0.18,0.14,21:55:00,7.9,2019,1,4
23,2019-01-04,1,3.0,10:00:00 p. m.,RESPONSABLE2,OPERADORES3,SAP-1642,SEL009,POLE-002,TIPODEBOLSA1,25+13X51,50.0,,,,20.47,51.0,1.0,20.47,5.0,,,5.79,0.0,CAUSASEXTRUSION1,0.31,CAUSASIMPRESIÓN1,,0.12,CAUSASSELLADO1,1.0,IMP. Y SELL,,0.0,0,23:30:00,1.5,2019,1,4
24,2019-01-04,1,3.0,10:00:00 p. m.,RESPONSABLE2,OPERADORES11,SAP-1612,SEL010,ELLL-001,TIPODEBOLSA2,28X60,180.0,,,,129.57,76.0,5.0,25.91,8.87,,,0.0,0.0,CAUSASEXTRUSION1,0.22,CAUSASIMPRESIÓN1,,0.0,CAUSASSELLADO2,0.0,,,0.04,0.11,2:00:00,4.0,2019,1,4
25,2019-01-04,1,3.0,10:00:00 p. m.,RESPONSABLE2,OPERADORES4,SAP-1621,SEL011,SAMA-001,TIPODEBOLSA2,22.5X54,175.0,,,,201.58,171.0,10.0,20.16,20.0,,,0.0,0.0,CAUSASEXTRUSION1,5.12,CAUSASIMPRESIÓN1,,0.45,CAUSASSELLADO1,0.0,,,0.07,0.07,4:40:00,6.7,2019,1,4
26,2019-01-04,1,3.0,10:00:00 p. m.,RESPONSABLE2,OPERADORES13,SAP-1631,SEL012,PLUS-002,TIPODEBOLSA2,22.5X60,200.0,,,,100.0,118.0,4.0,25,0.0,,,0.0,0.0,CAUSASEXTRUSION1,1.25,CAUSASIMPRESIÓN1,,0.1,CAUSASSELLADO1,0.0,,,0.3,0,1:20:00,3.3,2019,1,4
27,2019-01-05,1,1.0,8:30:00 a. m.,RESPONSABLE3,OPERADORES6,SAP-1642,SEL009,POLE-002,TIPODEBOLSA1,25+13X51,50.0,,,,181.5,186.0,8.0,22.69,43.2,,,22.91,0.0,CAUSASEXTRUSION1,1.0,CAUSASIMPRESIÓN1,,0.1,CAUSASSELLADO1,2.88,IMP. Y EXT.,,0.0,0,10:30:00,2.0,2019,1,5
28,2019-01-05,1,1.0,8:00:00 a. m.,RESPONSABLE3,OPERADORES1,SAP-1631,SEL010,PLUS-002,TIPODEBOLSA2,22.5X60,200.0,,,,125.0,133.0,5.0,25,0.0,,,0.0,0.0,CAUSASEXTRUSION1,1.24,CAUSASIMPRESIÓN1,,0.27,CAUSASSELLADO1,0.0,,,0.1,0,11:00:00,3.0,2019,1,5
29,2019-01-05,1,1.0,10:40:00 a. m.,RESPONSABLE3,OPERADORES12,SAP-1644,SEL009,GOCO-001,TIPODEBOLSA1,26+14X50,60.0,,,,174.83,214.0,8.0,21.85,24.0,,,25.0,0.0,CAUSASEXTRUSION1,1.9,CAUSASIMPRESIÓN1,,0.2,CAUSASSELLADO1,4.8,IMP. Y EXT.,,0.14,0.02,12:30:00,1.8,2019,1,5
30,2019-01-07,2,1.0,12:15:00 p. m.,RESPONSABLE1,OPERADORES10,SAP-1631,SEL010,PLUS-002,TIPODEBOLSA2,22.5X60,200.0,,,,75.0,84.0,3.0,25,0.0,,,0.0,0.0,CAUSASEXTRUSION1,0.0,CAUSASIMPRESIÓN4,,0.81,CAUSASSELLADO1,,,,0.09,0.11,14:00:00,1.8,2019,1,7
31,2019-01-07,2,2.0,2:00:00 p. m.,RESPONSABLE2,OPERADORES3,SAP-1644,SEL009,GOCO-001,TIPODEBOLSA1,26+14X50,60.0,,,,324.95,359.0,15.0,21.66,60.0,,,40.74,0.0,CAUSASEXTRUSION1,1.35,CAUSASIMPRESIÓN1,,0.34,CAUSASSELLADO1,4.84,IMP. Y SELL,,0.25,0,22:00:00,8.0,2019,1,7
32,2019-01-07,2,2.0,2:00:00 p. m.,RESPONSABLE2,OPERADORES4,SAP-1631,SEL010,PLUS-002,TIPODEBOLSA2,22.5X60,200.0,,,,28.9,0.0,1.0,28.9,0.0,,,0.0,0.0,CAUSASEXTRUSION1,1.48,CAUSASIMPRESIÓN1,,1.0,CAUSASSELLADO1,0.0,,,0.0,0.09,15:50:00,1.8,2019,1,7
33,2019-01-07,2,2.0,4:10:00 p. m.,RESPONSABLE2,OPERADORES4,SAP-1632,SEL010,HUAM-001,TIPODEBOLSA2,22.5X60,180.0,,,,101.8,96.0,4.0,25.45,0.0,,,0.0,0.0,CAUSASEXTRUSION1,2.6,CAUSASIMPRESIÓN1,,0.57,CAUSASSELLADO1,0.0,,,0.06,0.12,18:00:00,1.8,2019,1,7
34,2019-01-07,2,2.0,3:20:00 p. m.,RESPONSABLE2,OPERADORES11,SAP-1632,SEL011,HUAM-001,TIPODEBOLSA2,22.5X60,180.0,,,,175.0,188.0,7.0,25,0.0,,,0.0,0.0,CAUSASEXTRUSION1,4.49,CAUSASIMPRESIÓN1,,0.18,CAUSASSELLADO1,0.0,,,0.05,0.09,20:30:00,5.2,2019,1,7
35,2019-01-07,2,3.0,10:00:00 p. m.,RESPONSABLE3,OPERADORES7,SAP-1644,SEL009,GOCO-001,TIPODEBOLSA1,26+14X50,60.0,,,,22.3,0.0,1.0,22.3,4.0,,,4.77,0.0,CAUSASEXTRUSION1,0.7,CAUSASIMPRESIÓN1,,0.0,CAUSASSELLADO2,0.0,,,0.0,0.05,23:00:00,1.0,2019,1,7
36,2019-01-07,2,3.0,11:00:00 p. m.,RESPONSABLE3,OPERADORES5,40119,SEL009,PROI-007,TIPODEBOLSA3,30+18X57,100.0,,,,360.0,430.0,18.0,20,0.0,,,25.07,0.0,CAUSASEXTRUSION1,0.0,CAUSASIMPRESIÓN4,,3.28,CAUSASSELLADO1,0.0,,,0.25,0.1,5:30:00,6.5,2019,1,7
37,2019-01-08,2,1.0,7:00:00 a. m.,RESPONSABLE1,OPERADORES9,40119,SEL009,PROI-007,TIPODEBOLSA3,30+18X57,100.0,,,,240.0,282.0,12.0,20,0.0,,,30.35,0.0,CAUSASEXTRUSION1,0.0,CAUSASIMPRESIÓN4,,0.38,CAUSASSELLADO1,0.0,,,0.31,0,9:20:00,2.3,2019,1,8
38,2019-01-08,2,1.0,9:30:00 a. m.,RESPONSABLE1,OPERADORES9,SAP-1644,SEL009,GOCO-001,TIPODEBOLSA1,26+14X50,60.0,,,,77.29,127.0,3.0,25.76,14.2,,,8.73,0.0,CAUSASEXTRUSION1,0.91,CAUSASIMPRESIÓN1,,2.66,CAUSASSELLADO1,1.7,IMP. Y EXT.,,0.2,0,11:30:00,2.0,2019,1,8
39,2019-01-08,2,1.0,12:00:00 p. m.,RESPONSABLE1,OPERADORES9,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90.0,,,,50.0,67.0,2.0,25,0.0,,,6.79,0.0,CAUSASEXTRUSION1,0.0,CAUSASIMPRESIÓN4,,0.33,CAUSASSELLADO1,5.7,IMP. Y SELL,,0.3,0.05,14:00:00,2.0,2019,1,8
40,2019-01-08,2,1.0,10:40:00 a. m.,RESPONSABLE1,OPERADORES10,SAP-1635,SEL010,HOSO-001,TIPODEBOLSA2,30X59,190.0,,,,150.0,164.0,6.0,25,0.0,,,0.0,0.0,CAUSASEXTRUSION1,4.0,CAUSASIMPRESIÓN1,,2.1,CAUSASSELLADO1,0.0,,,0.17,0.13,14:00:00,3.3,2019,1,8
41,2019-01-08,2,1.0,11:30:00 a. m.,RESPONSABLE1,OPERADORES2,SAP-1633,SEL011,TEPU-005,TIPODEBOLSA2,38X75+5,200.0,,,,19.09,74.0,1.0,19.09,0.0,1,700,0.0,0.0,CAUSASEXTRUSION1,0.0,CAUSASIMPRESIÓN4,,6.65,CAUSASSELLADO1,0.0,,,0.0,0.15,13:45:00,2.3,2019,1,8
42,2019-01-08,2,2.0,2:00:00 p. m.,RESPONSABLE2,OPERADORES3,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90.0,,,,250.0,309.0,10.0,25,0.0,,,35.34,2.0,CAUSASEXTRUSION3,2.0,CAUSASIMPRESIÓN1,,2.14,CAUSASSELLADO1,0.0,,,0.2,0,17:00:00,3.0,2019,1,8
43,2019-01-08,2,2.0,5:15:00 p. m.,RESPONSABLE2,OPERADORES3,SAP-1643,SEL009,DAUZ-002,TIPODEBOLSA1,30+18X60,70.0,,,,258.0,299.0,12.0,21.5,0.0,,,34.18,0.0,CAUSASEXTRUSION1,0.0,CAUSASIMPRESIÓN4,,0.43,CAUSASSELLADO1,1.57,IMPRESIÓN,,0.34,0.05,21:00:00,3.8,2019,1,8
44,2019-01-08,2,2.0,2:00:00 p. m.,RESPONSABLE2,OPERADORES4,SAP-1635,SEL010,HOSO-001,TIPODEBOLSA2,30X59,190.0,,,,325.0,326.0,13.0,25,0.0,,,0.0,0.0,CAUSASEXTRUSION1,4.18,CAUSASIMPRESIÓN1,,0.57,CAUSASSELLADO1,0.0,,,0.18,0.13,22:00:00,8.0,2019,1,8
45,2019-01-08,2,2.0,2:00:00 p. m.,RESPONSABLE2,OPERADORES11,SAP-1633,SEL011,TEPU-005,TIPODEBOLSA2,38X75+5,200.0,,,,214.93,290.0,11.0,19.54,7.7,701,8400,0.0,0.0,CAUSASEXTRUSION1,2.38,CAUSASIMPRESIÓN1,,0.25,CAUSASSELLADO1,0.0,,,0.04,0.14,22:00:00,8.0,2019,1,8
46,2019-01-08,2,3.0,10:00:00 p. m.,RESPONSABLE3,OPERADORES14,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90.0,,,,175.0,200.0,7.0,25,0.0,,,22.42,0.8,CAUSASEXTRUSION3,1.8,CAUSASIMPRESIÓN1,,0.4,CAUSASSELLADO1,0.0,,,0.0,0.07,23:40:00,1.7,2019,1,8
47,2019-01-08,2,3.0,10:00:00 p. m.,RESPONSABLE3,OPERADORES7,SAP-1635,SEL010,HOSO-001,TIPODEBOLSA2,30X59,190.0,,,,59.9,62.0,2.0,29.95,0.0,,,0.0,0.0,CAUSASEXTRUSION1,1.23,CAUSASIMPRESIÓN1,,0.14,CAUSASSELLADO1,0.0,,,0.21,0,23:30:00,1.5,2019,1,8
48,2019-01-08,2,3.0,10:00:00 p. m.,RESPONSABLE3,OPERADORES5,SAP-1633,SEL011,TEPU-005,TIPODEBOLSA2,38X75+5,200.0,,,,255.95,171.0,13.0,19.69,9.1,8401,17500,0.0,0.0,CAUSASEXTRUSION1,2.0,CAUSASIMPRESIÓN1,,2.44,CAUSASSELLADO1,0.0,,,0.32,0.22,6:00:00,8.0,2019,1,8
49,2019-01-08,2,3.0,11:50:00 p. m.,RESPONSABLE3,OPERADORES14,40119,SEL009,PROI-007,TIPODEBOLSA3,30+18X57,100.0,,,,478.5,521.0,23.0,20.8,0.0,,,57.29,1.23,CAUSASEXTRUSION3,0.0,CAUSASIMPRESIÓN4,,1.05,CAUSASSELLADO1,0.0,,,0.41,0,4:45:00,4.9,2019,1,8
50,2019-01-09,2,1.0,6:30:00 a. m.,RESPONSABLE1,OPERADORES2,SAP-1633,SEL011,TEPU-003,TIPODEBOLSA2,38X75+5,200.0,,,,71.98,60.0,3.0,23.99,0.0,17501,20100,0.0,11.41,CAUSASEXTRUSION4,1.35,CAUSASIMPRESIÓN1,,1.5,CAUSASSELLADO1,0.0,,,0.3,0.14,10:00:00,3.5,2019,1,9
51,2019-01-09,2,1.0,10:20:00 a. m.,RESPONSABLE1,OPERADORES9,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90.0,,,,175.0,178.0,7.0,25,0.0,,,21.09,0.0,CAUSASEXTRUSION1,1.02,CAUSASIMPRESIÓN1,,3.06,CAUSASSELLADO1,3.92,IMP. Y SELL,,0.34,0.07,14:00:00,3.7,2019,1,9
52,2019-01-09,2,2.0,2:00:00 p. m.,RESPONSABLE2,OPERADORES3,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90.0,,,,750.0,876.0,30.0,25,0.0,,,101.85,0.0,CAUSASEXTRUSION1,5.34,CAUSASIMPRESIÓN1,,5.74,CAUSASSELLADO1,0.0,,,0.67,0.07,22:00:00,8.0,2019,1,9
53,2019-01-09,2,3.0,10:00:00 p. m.,RESPONSABLE3,OPERADORES14,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90.0,,,,75.0,86.0,3.0,25,0.0,,,10.14,0.0,CAUSASEXTRUSION1,0.66,CAUSASIMPRESIÓN1,,0.0,CAUSASSELLADO2,4.55,IMP. Y EXT.,,0.1,0,23:30:00,1.5,2019,1,9
54,2019-01-10,2,1.0,8:15:00 a. m.,RESPONSABLE1,OPERADORES9,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90.0,,,,500.0,583.0,20.0,25,0.0,,,66.07,2.55,CAUSASEXTRUSION3,3.13,CAUSASIMPRESIÓN1,,1.68,CAUSASSELLADO1,0.0,,,0.05,0.07,13:15:00,5.0,2019,1,10
55,2019-01-10,2,1.0,9:30:00 a. m.,RESPONSABLE1,OPERADORES2,SAP-1653,SEL011,AGMA-001,TIPODEBOLSA2,30X60,200.0,,,,200.0,230.0,8.0,25,0.0,,,0.0,0.0,CAUSASEXTRUSION1,0.0,CAUSASIMPRESIÓN4,,1.21,CAUSASSELLADO1,0.0,,,0.3,0.12,13:45:00,4.3,2019,1,10
56,2019-01-10,2,2.0,2:00:00 p. m.,RESPONSABLE2,OPERADORES3,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90.0,,,,375.0,420.0,15.0,25,0.0,,,49.38,0.0,CAUSASEXTRUSION1,2.61,CAUSASIMPRESIÓN1,,3.39,CAUSASSELLADO1,0.0,,,0.18,0.07,17:10:00,3.2,2019,1,10
57,2019-01-10,2,2.0,5:30:00 p. m.,RESPONSABLE2,OPERADORES3,SAP-1650,SEL009,POFE-003,TIPODEBOLSA1,30+18X51,70.0,,,,200.0,247.0,10.0,20,0.0,,,32.63,0.0,CAUSASEXTRUSION1,0.63,CAUSASIMPRESIÓN1,,1.46,CAUSASSELLADO1,1.81,IMP. Y SELL,,0.25,0.04,22:00:00,4.5,2019,1,10
58,2019-01-10,2,2.0,2:00:00 p. m.,RESPONSABLE2,OPERADORES11,SAP-1653,SEL011,AGMA-001,TIPODEBOLSA2,30X60,200.0,,,,125.0,103.0,5.0,25,0.0,,,0.0,0.0,CAUSASEXTRUSION1,1.75,CAUSASIMPRESIÓN1,,0.0,CAUSASSELLADO2,0.0,,,0.08,0.13,18:00:00,4.0,2019,1,10
59,2019-01-10,2,2.0,6:00:00 p. m.,RESPONSABLE2,OPERADORES11,SAP-1652,SEL011,ELCA-002,TIPODEBOLSA2,22.5X54,180.0,,,,125.0,134.0,5.0,25,0.0,,,0.0,0.0,CAUSASEXTRUSION1,0.32,CAUSASIMPRESIÓN3,,0.0,CAUSASSELLADO2,0.0,,,0.0,0.07,22:00:00,4.0,2019,1,10
60,2019-01-10,2,2.0,8:30:00 p. m.,RESPONSABLE2,OPERADORES4,SAP-1655A,SEL012,FAUN-004,TIPODEBOLSA4,20X30,60.0,,,,16.0,71.0,1.0,16,0.0,,,0.0,0.0,CAUSASEXTRUSION1,0.0,CAUSASIMPRESIÓN4,,0.4,CAUSASSELLADO1,0.0,,,0.0,0.02,22:00:00,1.5,2019,1,10
61,2019-01-10,2,3.0,10:00:00 p. m.,RESPONSABLE3,OPERADORES12,SAP-1650,SEL009,POFE-003,TIPODEBOLSA1,30+18X51,70.0,,,,111.5,127.0,5.0,22.3,0.0,,,17.14,0.0,CAUSASEXTRUSION1,1.75,CAUSASIMPRESIÓN1,,0.15,CAUSASSELLADO1,2.6,IMP. Y EXT.,,0.25,0.08,0:00:00,2.0,2019,1,10
62,2019-01-10,2,3.0,12:10:00 a. m.,RESPONSABLE3,OPERADORES12,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90.0,,,,300.0,346.0,12.0,25,0.0,,,40.8,0.0,CAUSASEXTRUSION1,2.0,CAUSASIMPRESIÓN1,,1.1,CAUSASSELLADO1,2.6,IMP. Y EXT.,,0.45,0.07,3:30:00,3.3,2019,1,10
63,2019-01-10,2,3.0,10:00:00 p. m.,RESPONSABLE3,OPERADORES7,SAP-1652,SEL010,ELCA-002,TIPODEBOLSA2,22.5X54,180.0,,,,217.8,212.0,8.0,27.23,0.0,,,0.0,0.0,CAUSASEXTRUSION1,4.16,CAUSASIMPRESIÓN1,,1.16,CAUSASSELLADO1,0.0,,,0.43,0.1,3:00:00,5.0,2019,1,10
64,2019-01-10,2,3.0,10:00:00 p. m.,RESPONSABLE3,OPERADORES5,SAP-1651,SEL011,MANA-005,TIPODEBOLSA5,60X90,150.0,,,,140.0,145.0,7.0,20,0.0,,,0.0,0.0,CAUSASEXTRUSION1,2.0,CAUSASIMPRESIÓN1,,1.07,CAUSASSELLADO1,0.0,,,0.5,0.25,6:00:00,8.0,2019,1,10
65,2019-01-10,2,3.0,10:00:00 p. m.,RESPONSABLE3,OPERADORES8,SAP-1655A,SEL012,FAUN-004,TIPODEBOLSA4,20X30,60.0,,,,112.0,85.0,7.0,16,0.0,,,0.0,0.0,CAUSASEXTRUSION1,0.9,CAUSASIMPRESIÓN1,,0.2,CAUSASSELLADO1,0.0,,,0.1,0.03,6:00:00,8.0,2019,1,10
66,2019-01-11,2,1.0,8:10:00 a. m.,RESPONSABLE1,OPERADORES9,SAP-1647,SEL009,BAMA-001,TIPODEBOLSA1,25+14X51,90.0,,,,400.0,466.0,16.0,25,0.0,,,55.02,0.0,CAUSASEXTRUSION1,4.62,CAUSASIMPRESIÓN1,,1.26,CAUSASSELLADO1,0.84,IMP. Y SELL,,0.4,0.07,12:20:00,4.2,2019,1,11
